Country,Reactor Unit,Type,Net Capacity (MWe),Status,Operator,Contstruction Date,Construction Year,First Criticality Date,First Grid Date,Commercial Date,Shutdown Date,UCF for 2013
Soviet Union,CHERNOBYL-3,LWGR,925,Permanent Shutdown,MTE,3/1/76,1976,6/2/81,12/3/81,6/8/82,12/15/00,
Soviet Union,SOUTH United KingdomRAINE-1,PWR,950,Operational,NNEGC,8/1/76,1976,12/9/82,12/31/82,12/2/83,,20.6
Soviet Union,IGNALINA-1,LWGR,1185,Permanent Shutdown,INPP,5/1/77,1977,10/4/83,12/31/83,5/1/85,12/31/04,
Soviet Union,IGNALINA-2,LWGR,1185,Permanent Shutdown,INPP,1/1/78,1978,12/1/86,8/20/87,12/1/87,12/31/09,
Soviet Union,CHERNOBYL-4,LWGR,925,Permanent Shutdown,MTE,4/1/79,1979,11/26/83,12/22/83,3/26/84,4/26/86,
Soviet Union,ROVNO-3,PWR,950,Operational,NNEGC,2/1/80,1980,11/11/86,12/21/86,5/16/87,,81.2
Soviet Union,ZAPOROZHYE-1,PWR,950,Operational,NNEGC,4/1/80,1980,12/7/84,12/10/84,12/25/85,,72.5
Soviet Union,ZAPOROZHYE-2,PWR,950,Operational,NNEGC,1/1/81,1981,6/28/85,7/22/85,2/15/86,,97.3
Soviet Union,SOUTH United KingdomRAINE-2,PWR,950,Operational,NNEGC,7/1/81,1981,12/30/84,1/6/85,4/6/85,,75.6
Soviet Union,KHMELNITSKI-1,PWR,950,Operational,NNEGC,11/1/81,1981,12/10/87,12/31/87,8/13/88,,87.5
Soviet Union,ZAPOROZHYE-3,PWR,950,Operational,NNEGC,4/1/82,1982,12/4/86,12/10/86,3/5/87,,83.6
Soviet Union,ZAPOROZHYE-4,PWR,950,Operational,NNEGC,4/1/83,1983,12/15/87,12/18/87,4/14/88,,84.2
Soviet Union,SOUTH United KingdomRAINE-3,PWR,950,Operational,NNEGC,11/1/84,1984,9/2/89,9/20/89,12/29/89,,75.6
Soviet Union,KHMELNITSKI-2,PWR,950,Operational,NNEGC,2/1/85,1985,8/1/04,8/7/04,12/15/05,,84.3
Soviet Union,IGNALINA-3,LWGR,1380,Cancelled Constr.,INPP,6/1/85,1985,,,,8/30/88,
Soviet Union,ZAPOROZHYE-5,PWR,950,Operational,NNEGC,11/1/85,1985,7/20/89,8/14/89,10/27/89,,83
Soviet Union,KHMELNITSKI-3,PWR,950,Under Construction,NNEGC,3/1/86,1986,,1/1/15,,,
Soviet Union,ZAPOROZHYE-6,PWR,950,Operational,NNEGC,6/1/86,1986,10/6/95,10/19/95,9/17/96,,77.2
Soviet Union,ROVNO-4,PWR,950,Operational,NNEGC,8/1/86,1986,9/26/04,10/10/04,4/6/06,,84.7
Soviet Union,KHMELNITSKI-4,PWR,950,Under Construction,NNEGC,2/1/87,1987,,1/1/16,,,
Spain,JOSE CABRERA-1,PWR,141,Permanent Shutdown,UFG,6/24/64,1964,6/30/68,7/14/68,8/13/69,4/30/06,
Spain,SANTA MARIA DE GARONA,BWR,446,Operational,NUCLENOR,9/1/66,1966,11/5/70,3/2/71,5/11/71,,0
Spain,VANDELLOS-1,GCR,480,Permanent Shutdown,HIFRENSA,6/21/68,1968,2/11/72,5/6/72,8/2/72,7/31/90,
Spain,ALMARAZ-1,PWR,1011,Operational,CNAT,7/3/73,1973,4/5/81,5/1/81,9/1/83,,88.3
Spain,ALMARAZ-2,PWR,1006,Operational,CNAT,7/3/73,1973,9/19/83,10/8/83,7/1/84,,85.9
Spain,LEMONIZ-1,PWR,883,Cancelled Constr.,ID,3/14/74,1974,,,,4/1/84,
Spain,LEMONIZ-2,PWR,883,Cancelled Constr.,ID,3/14/74,1974,,,,4/1/84,
Spain,ASCO-1,PWR,995,Operational,ANAV,5/16/74,1974,6/16/83,8/13/83,12/10/84,,99.9
Spain,ASCO-2,PWR,997,Operational,ANAV,3/7/75,1975,9/11/85,10/23/85,3/31/86,,84.3
Spain,COFRENTES,BWR,1064,Operational,ID,9/9/75,1975,8/23/84,10/14/84,3/11/85,,88
Spain,TRILLO-1,PWR,1003,Operational,CNAT,8/17/79,1979,5/14/88,5/23/88,8/6/88,,86.6
Spain,VALDECABALLEROS-1,BWR,939,Cancelled Constr.,ID/CSE,8/17/79,1979,,,,4/1/84,
Spain,VALDECABALLEROS-2,BWR,939,Cancelled Constr.,ID/CSE,8/17/79,1979,,,,4/1/84,
Spain,VANDELLOS-2,PWR,1045,Operational,ANAV,12/29/80,1980,11/14/87,12/12/87,3/8/88,,85.8
Sweden,AGESTA,PHWR,10,Permanent Shutdown,BKAB,12/1/57,1957,7/17/63,5/1/64,5/1/64,6/2/74,
Sweden,OSKARSHAMN-1,BWR,473,Operational,OKG,8/1/66,1966,12/12/70,8/19/71,2/6/72,,14.3
Sweden,RINGHALS-1,BWR,878,Operational,RAB,2/1/69,1969,8/20/73,10/14/74,1/1/76,,80.6
Sweden,OSKARSHAMN-2,BWR,638,Operational,OKG,9/1/69,1969,3/6/74,10/2/74,1/1/75,,32.7
Sweden,RINGHALS-2,PWR,807,Operational,RAB,10/1/70,1970,6/19/74,8/17/74,5/1/75,,86.4
Sweden,BARSEBACK-1,BWR,600,Permanent Shutdown,BKAB,2/1/71,1971,1/18/75,5/15/75,7/1/75,11/30/99,
Sweden,RINGHALS-3,PWR,1062,Operational,RAB,9/1/72,1972,7/29/80,9/7/80,9/9/81,,77
Sweden,BARSEBACK-2,BWR,600,Permanent Shutdown,BKAB,1/1/73,1973,2/20/77,3/21/77,7/1/77,5/31/05,
Sweden,FORSMARK-1,BWR,984,Operational,FKA,6/1/73,1973,4/23/80,6/6/80,12/10/80,,87.8
Sweden,RINGHALS-4,PWR,938,Operational,RAB,11/1/73,1973,5/19/82,6/23/82,11/21/83,,91.4
Sweden,FORSMARK-2,BWR,1120,Operational,FKA,1/1/75,1975,11/16/80,1/26/81,7/7/81,,91.9
Sweden,FORSMARK-3,BWR,1170,Operational,FKA,1/1/79,1979,10/28/84,3/5/85,8/18/85,,88.6
Sweden,OSKARSHAMN-3,BWR,1400,Operational,OKG,5/1/80,1980,12/29/84,3/3/85,8/15/85,,78.8
Switzerland,LUCENS,HWGCR,6,Permanent Shutdown,EOS,4/1/62,1962,12/29/66,1/29/68,,1/21/69,
Switzerland,BEZNAU-1,PWR,365,Operational,Axpo AG,9/1/65,1965,6/30/69,7/17/69,9/1/69,,96.6
Switzerland,MUEHLEBERG,BWR,373,Operational,BKW,3/1/67,1967,3/8/71,7/1/71,11/6/72,,89.5
Switzerland,BEZNAU-2,PWR,365,Operational,Axpo AG,1/1/68,1968,10/16/71,10/23/71,12/1/71,,90.8
Switzerland,GOESGEN,PWR,985,Operational,KKG,12/1/73,1973,1/20/79,2/2/79,11/1/79,,73.4
Switzerland,LEIBSTADT,BWR,1220,Operational,KKL,1/1/74,1974,3/9/84,5/24/84,12/15/84,,92.2
Thailand,EGAT Nuclear Power Plant #1,LWR,1000,,,2020,,,,2026,,
Thailand,EGAT Nuclear Power Plant #2,LWR,1000,,,2021,,,,2027,,
Tunisia,To be defined,,700-1000,,,2016,,,,2023,,
Tunisia,To be defined,,700-1000,,,2024,,,,2030,,
Turkey,Akkuyu NPP Ð 1,VVER-1200,1200,,,2016,,,,2020,,
Turkey,Akkuyu NPP Ð 2,VVER-1200,1200,,,2017,,,,2021,,
Turkey,Akkuyu NPP Ð 3,VVER-1200,1200,,,2018,,,,2022,,
Turkey,Akkuyu NPP Ð 4,VVER-1200,1200,,,2019,,,,2023,,
Turkey,Sinop NPP - 1,ATMEA-1,1120,,,2019,,,,2023,,
Turkey,Sinop NPP - 2,ATMEA-1,1120,,,2020,,,,2024,,
Turkey,Sinop NPP - 3,ATMEA-1,1120,,,2023,,,,2027,,
Turkey,Sinop NPP - 4,ATMEA-1,1120,,,2024,,,,2028,,
Ukraine,CHERNOBYL-5,LWGR,950,Cancelled Constr.,MINENERG,1/1/81,1981,,,,1/1/88,
Ukraine,CRIMEA-1,PWR,0,Cancelled Constr.,MINENERG,12/1/82,1982,,,,1/1/89,
Ukraine,CHERNOBYL-6,LWGR,950,Cancelled Constr.,MINENERG,1/1/83,1983,,,,1/1/88,
Ukraine,SOUTH United KingdomRAINE-4,PWR,950,Suspended Constr.,NNEGC,1/1/87,1987,,,,,
United Arab Emirates,BARAKAH-1,PWR,1345,Under Construction,ENEC,7/18/12,2012,10/2/16,11/2/16,6/2/17,,
United Arab Emirates,BARAKAH-2,PWR,1345,Under Construction,ENEC,5/28/13,2013,10/2/17,11/2/17,,,
United Arab Emirates,BARAKAH-3,PWR,1345,Under Construction,ENEC,9/24/14,2014,10/1/18,11/1/18,,,
United Kingdom,CALDER HALL-1,GCR,49,Permanent Shutdown,SL,8/1/53,1953,5/1/56,8/27/56,10/1/56,3/31/03,
United Kingdom,CALDER HALL-2,GCR,49,Permanent Shutdown,SL,8/1/53,1953,12/1/56,2/1/57,2/1/57,3/31/03,
United Kingdom,DOUNREAY DFR,FBR,11,Permanent Shutdown,United KingdomAEA,3/1/55,1955,11/14/59,10/1/62,10/1/62,3/1/77,
United Kingdom,CALDER HALL-3,GCR,49,Permanent Shutdown,SL,8/1/55,1955,1/1/58,3/1/58,5/1/58,3/31/03,
United Kingdom,CALDER HALL-4,GCR,49,Permanent Shutdown,SL,8/1/55,1955,12/1/58,4/1/59,4/1/59,3/31/03,
United Kingdom,CHAPELCROSS-1,GCR,48,Permanent Shutdown,ML,10/1/55,1955,11/9/58,2/1/59,3/1/59,6/29/04,
United Kingdom,CHAPELCROSS-2,GCR,48,Permanent Shutdown,ML,10/1/55,1955,5/30/59,7/1/59,8/1/59,6/29/04,
United Kingdom,CHAPELCROSS-3,GCR,48,Permanent Shutdown,ML,10/1/55,1955,8/31/59,11/1/59,12/1/59,6/29/04,
United Kingdom,CHAPELCROSS-4,GCR,48,Permanent Shutdown,ML,10/1/55,1955,12/22/59,1/1/60,3/1/60,6/29/04,
United Kingdom,BERKELEY-1,GCR,138,Permanent Shutdown,ML,1/1/57,1957,8/1/61,6/12/62,6/12/62,3/31/89,
United Kingdom,BERKELEY-2,GCR,138,Permanent Shutdown,ML,1/1/57,1957,3/1/62,6/24/62,10/20/62,10/26/88,
United Kingdom,BRADWELL-1,GCR,123,Permanent Shutdown,ML,1/1/57,1957,8/1/61,7/1/62,7/1/62,3/31/02,
United Kingdom,BRADWELL-2,GCR,123,Permanent Shutdown,ML,1/1/57,1957,4/1/62,7/6/62,11/12/62,3/30/02,
United Kingdom,HUNTERSTON A-1,GCR,150,Permanent Shutdown,ML,10/1/57,1957,8/1/63,2/5/64,2/5/64,3/30/90,
United Kingdom,HUNTERSTON A-2,GCR,150,Permanent Shutdown,ML,10/1/57,1957,3/1/64,6/1/64,7/1/64,12/31/89,
United Kingdom,HINKLEY POINT A-1,GCR,235,Permanent Shutdown,ML,11/1/57,1957,5/1/64,2/16/65,3/30/65,5/23/00,
United Kingdom,HINKLEY POINT A-2,GCR,235,Permanent Shutdown,ML,11/1/57,1957,10/1/64,3/19/65,5/5/65,5/23/00,
United Kingdom,WINDSCALE AGR,GCR,24,Permanent Shutdown,United KingdomAEA,11/1/58,1958,8/9/62,2/1/63,3/1/63,4/3/81,
United Kingdom,TRAWSFYNYDD-1,GCR,195,Permanent Shutdown,ML,7/1/59,1959,9/1/64,1/14/65,3/24/65,2/6/91,
United Kingdom,TRAWSFYNYDD-2,GCR,195,Permanent Shutdown,ML,7/1/59,1959,12/1/64,2/2/65,3/24/65,2/4/91,
United Kingdom,DUNGENESS A-1,GCR,225,Permanent Shutdown,ML,7/1/60,1960,6/1/65,9/21/65,10/28/65,12/31/06,
United Kingdom,DUNGENESS A-2,GCR,225,Permanent Shutdown,ML,7/1/60,1960,9/1/65,11/1/65,12/30/65,12/31/06,
United Kingdom,SIZEWELL A-1,GCR,210,Permanent Shutdown,ML,4/1/61,1961,6/1/65,1/21/66,3/25/66,12/31/06,
United Kingdom,SIZEWELL A-2,GCR,210,Permanent Shutdown,ML,4/1/61,1961,12/1/65,4/9/66,9/15/66,12/31/06,
United Kingdom,OLDBURY A-1,GCR,217,Permanent Shutdown,ML,5/1/62,1962,8/1/67,11/7/67,12/31/67,2/29/12,
United Kingdom,OLDBURY A-2,GCR,217,Permanent Shutdown,ML,5/1/62,1962,12/1/67,4/6/68,9/30/68,6/30/11,
United Kingdom,WINFRITH SGHWR,SGHWR,92,Permanent Shutdown,United KingdomAEA,5/1/63,1963,9/1/67,12/1/67,1/1/68,9/11/90,
United Kingdom,WYLFA-1,GCR,490,Operational,ML,9/1/63,1963,11/1/69,1/24/71,11/1/71,,85
United Kingdom,WYLFA-2,GCR,490,Permanent Shutdown,ML,9/1/63,1963,9/1/70,7/21/71,1/3/72,4/25/12,
United Kingdom,DUNGENESS B-1,GCR,520,Operational,EDF United Kingdom,10/1/65,1965,12/23/82,4/3/83,4/1/85,,69.5
United Kingdom,DUNGENESS B-2,GCR,520,Operational,EDF United Kingdom,10/1/65,1965,12/4/85,12/29/85,4/1/89,,44.9
United Kingdom,DOUNREAY PFR,FBR,234,Permanent Shutdown,United KingdomAEA,1/1/66,1966,3/1/74,1/10/75,7/1/76,3/31/94,
United Kingdom,HINKLEY POINT B-1,GCR,435,Operational,EDF United Kingdom,9/1/67,1967,9/24/76,10/30/76,10/2/78,,94.7
United Kingdom,HINKLEY POINT B-2,GCR,435,Operational,EDF United Kingdom,9/1/67,1967,2/1/76,2/5/76,9/27/76,,90.5
United Kingdom,HUNTERSTON B-1,GCR,460,Operational,EDF United Kingdom,11/1/67,1967,1/31/76,2/6/76,2/6/76,,96.3
United Kingdom,HUNTERSTON B-2,GCR,430,Operational,EDF United Kingdom,11/1/67,1967,3/27/77,3/31/77,3/31/77,,83.4
United Kingdom,HARTLEPOOL A-1,GCR,595,Operational,EDF United Kingdom,10/1/68,1968,6/24/83,8/1/83,4/1/89,,76.9
United Kingdom,HARTLEPOOL A-2,GCR,585,Operational,EDF United Kingdom,10/1/68,1968,9/9/84,10/31/84,4/1/89,,59.2
United Kingdom,HEYSHAM A-1,GCR,585,Operational,EDF United Kingdom,12/1/70,1970,4/6/83,7/9/83,4/1/89,,56.6
United Kingdom,HEYSHAM A-2,GCR,575,Operational,EDF United Kingdom,12/1/70,1970,6/3/84,10/11/84,4/1/89,,81.3
United Kingdom,HEYSHAM B-1,GCR,610,Operational,EDF United Kingdom,8/1/80,1980,6/23/88,7/12/88,4/1/89,,87.7
United Kingdom,HEYSHAM B-2,GCR,610,Operational,EDF United Kingdom,8/1/80,1980,11/1/88,11/11/88,4/1/89,,75.2
United Kingdom,TORNESS-1,GCR,595,Operational,EDF United Kingdom,8/1/80,1980,3/25/88,5/25/88,5/25/88,,93.8
United Kingdom,TORNESS-2,GCR,595,Operational,EDF United Kingdom,8/1/80,1980,12/23/88,2/3/89,2/3/89,,91.8
United Kingdom,SIZEWELL B,PWR,1191,Operational,EDF United Kingdom,7/18/88,1988,1/31/95,2/14/95,9/22/95,,83
United States,SHIPPINGPORT,PWR,60,Permanent Shutdown,DOE DUQU,1/1/54,1954,1/1/57,12/2/57,5/26/58,10/1/82,
United States,GE VALLECITOS,BWR,24,Permanent Shutdown,GE,1/1/56,1956,8/3/57,10/19/57,10/19/57,12/9/63,
United States,DRESDEN-1,BWR,197,Permanent Shutdown,EXELON,5/1/56,1956,10/15/59,4/15/60,7/4/60,10/31/78,
United States,INDIAN POINT-1,PWR,257,Permanent Shutdown,ENTERGY,5/1/56,1956,8/2/62,9/16/62,10/1/62,10/31/74,
United States,FERMI-1,FBR,61,Permanent Shutdown,DTEDISON,12/1/56,1956,8/23/63,8/5/66,,11/29/72,
United States,YANKEE NPS,PWR,167,Permanent Shutdown,YAEC,11/1/57,1957,8/19/60,11/10/60,7/1/61,10/1/91,
United States,ELK RIVER,BWR,22,Permanent Shutdown,RCPA,1/1/59,1959,11/1/62,8/24/63,7/1/64,2/1/68,
United States,HALLAM,X,75,Permanent Shutdown,AEC/NPPD,1/1/59,1959,1/1/63,9/1/63,11/1/63,9/1/64,
United States,PATHFINDER,BWR,59,Permanent Shutdown,NMC,1/1/59,1959,1/1/64,7/25/66,,10/1/67,
United States,BONUS,BWR,17,Permanent Shutdown,DOE/PRWR,1/1/60,1960,4/13/64,8/14/64,9/1/65,6/1/68,
United States,CVTR,PHWR,17,Permanent Shutdown,CVPA,1/1/60,1960,3/1/63,12/18/63,,1/10/67,
United States,PIQUA,X,12,Permanent Shutdown,CofPiqua,1/1/60,1960,1/1/61,7/1/63,11/1/63,1/1/66,
United States,SAXTON,PWR,3,Permanent Shutdown,SNEC,1/1/60,1960,1/1/67,3/1/67,3/1/67,5/1/72,
United States,BIG ROCK POINT,BWR,67,Permanent Shutdown,CPC,5/1/60,1960,9/27/62,12/8/62,3/29/63,8/29/97,
United States,HUMBOLDT BAY,BWR,63,Permanent Shutdown,PG&E,11/1/60,1960,2/16/63,4/18/63,8/1/63,7/2/76,
United States,PEACH BOTTOM-1,HTGR,40,Permanent Shutdown,EXELON,2/1/62,1962,3/3/66,1/27/67,6/1/67,11/1/74,
United States,LACROSSE,BWR,48,Permanent Shutdown,DPC,3/1/63,1963,7/11/67,4/26/68,11/7/69,4/30/87,
United States,HADDAM NECK,PWR,560,Permanent Shutdown,CYAPC,5/1/64,1964,7/24/67,8/7/67,1/1/68,12/5/96,
United States,SAN ONOFRE-1,PWR,436,Permanent Shutdown,SCE,5/1/64,1964,6/14/67,7/16/67,1/1/68,11/30/92,
United States,OYSTER CREEK,BWR,619,Operational,EXELON,12/15/64,1964,5/3/69,9/23/69,12/1/69,,95
United States,NINE MILE POINT-1,BWR,621,Operational,EXELON,4/12/65,1965,9/5/69,11/9/69,12/1/69,,90.6
United States,DRESDEN-2,BWR,883,Operational,EXELON,1/10/66,1966,1/7/70,4/13/70,6/9/70,,94.4
United States,GINNA,PWR,580,Operational,EXELON,4/25/66,1966,11/8/69,12/2/69,7/1/70,,98.9
United States,MILLSTONE-1,BWR,641,Permanent Shutdown,DOMINION,5/1/66,1966,10/26/70,11/29/70,3/1/71,7/1/98,
United States,DRESDEN-3,BWR,867,Operational,EXELON,10/14/66,1966,1/12/71,7/22/71,11/16/71,,98.1
United States,INDIAN POINT-2,PWR,1020,Operational,ENTERGY,10/14/66,1966,5/22/73,6/26/73,8/1/74,,99
United States,QUAD CITIES-1,BWR,908,Operational,EXELON,2/15/67,1967,10/18/71,4/12/72,2/18/73,,92.2
United States,QUAD CITIES-2,BWR,911,Operational,EXELON,2/15/67,1967,4/26/72,5/23/72,3/10/73,,99.6
United States,PALISADES,PWR,793,Operational,ENTERGY,3/14/67,1967,5/24/71,12/31/71,12/31/71,,86.4
United States,ROBINSON-2,PWR,741,Operational,PROGRESS,4/13/67,1967,9/20/70,9/26/70,3/7/71,,85
United States,TURKEY POINT-3,PWR,802,Operational,FPL,4/27/67,1967,10/20/72,11/2/72,12/14/72,,90.7
United States,TURKEY POINT-4,PWR,802,Operational,FPL,4/27/67,1967,6/11/73,6/21/73,9/7/73,,73.4
United States,BROWNS FERRY-1,BWR,1101,Operational,TVA,5/1/67,1967,8/17/73,10/15/73,8/1/74,,97.2
United States,BROWNS FERRY-2,BWR,1104,Operational,TVA,5/1/67,1967,7/20/74,8/28/74,3/1/75,,85.9
United States,MONTICELLO,BWR,578,Operational,NSP,6/19/67,1967,12/10/70,3/5/71,6/30/71,,61.9
United States,POINT BEACH-1,PWR,591,Operational,NEXTERA,7/19/67,1967,11/2/70,11/6/70,12/21/70,,91.1
United States,OCONEE-1,PWR,846,Operational,DUnited KingdomEENER,11/6/67,1967,4/19/73,5/6/73,7/15/73,,94.3
United States,OCONEE-2,PWR,846,Operational,DUnited KingdomEENER,11/6/67,1967,11/11/73,12/5/73,9/9/74,,85.1
United States,OCONEE-3,PWR,846,Operational,DUnited KingdomEENER,11/6/67,1967,9/5/74,9/18/74,12/16/74,,99.3
United States,VERMONT YANKEE,BWR,605,Operational,ENTERGY,12/11/67,1967,3/24/72,9/20/72,11/30/72,,92.7
United States,PEACH BOTTOM-2,BWR,1125,Operational,EXELON,1/31/68,1968,9/16/73,2/18/74,7/5/74,,100
United States,PEACH BOTTOM-3,BWR,1138,Operational,EXELON,1/31/68,1968,8/7/74,9/1/74,12/23/74,,87.4
United States,DIABLO CANYON-1,PWR,1122,Operational,PG&E,4/23/68,1968,4/29/84,11/11/84,5/7/85,,98.2
United States,THREE MILE ISLAND-1,PWR,819,Operational,EXELON,5/18/68,1968,6/5/74,6/19/74,9/2/74,,92.1
United States,CALVERT CLIFFS-1,PWR,866,Operational,EXELON,6/1/68,1968,10/7/74,1/3/75,5/8/75,,100
United States,CALVERT CLIFFS-2,PWR,850,Operational,EXELON,6/1/68,1968,11/30/76,12/7/76,4/1/77,,87.4
United States,COOPER,BWR,768,Operational,ENTERGY,6/1/68,1968,2/21/74,5/10/74,7/1/74,,100
United States,FORT CALHOUN-1,PWR,482,Operational,OPPD,6/7/68,1968,8/6/73,8/25/73,9/26/73,,2.8
United States,PRAIRIE ISLAND-1,PWR,522,Operational,NSP,6/25/68,1968,12/1/73,12/4/73,12/16/73,,99.7
United States,SURRY-1,PWR,838,Operational,DOMINION,6/25/68,1968,7/1/72,7/4/72,12/22/72,,91.1
United States,SURRY-2,PWR,838,Operational,DOMINION,6/25/68,1968,3/7/73,3/10/73,5/1/73,,100
United States,BROWNS FERRY-3,BWR,1105,Operational,TVA,7/1/68,1968,8/8/76,9/12/76,3/1/77,,96.4
United States,POINT BEACH-2,PWR,591,Operational,NEXTERA,7/25/68,1968,5/30/72,8/2/72,10/1/72,,100
United States,KEWAUNEE,PWR,566,Permanent Shutdown,DOMINION,8/6/68,1968,3/7/74,4/8/74,6/16/74,5/7/13,100
United States,PILGRIM-1,BWR,677,Operational,ENTERGY,8/26/68,1968,6/16/72,7/19/72,12/1/72,,81.2
United States,FITZPATRICK,BWR,813,Operational,ENTERGY,9/1/68,1968,11/17/74,2/1/75,7/28/75,,97.7
United States,FORT ST. VRAIN,HTGR,330,Permanent Shutdown,PSCC,9/1/68,1968,1/31/74,12/11/76,7/1/79,8/29/89,
United States,SALEM-1,PWR,1168,Operational,PSEG,9/25/68,1968,12/11/76,12/25/76,6/30/77,,87.8
United States,SALEM-2,PWR,1158,Operational,PSEG,9/25/68,1968,8/8/80,6/3/81,10/13/81,,100
United States,CRYSTAL RIVER-3,PWR,860,Permanent Shutdown,PROGRESS,9/25/68,1968,1/14/77,1/30/77,3/13/77,2/5/13,0
United States,HATCH-1,BWR,876,Operational,SOUTHERN,9/30/68,1968,9/12/74,11/11/74,12/31/75,,94.2
United States,ANO-1,PWR,836,Operational,ENTERGY,10/1/68,1968,8/6/74,8/17/74,12/19/74,,61.8
United States,MAINE YANKEE,PWR,860,Permanent Shutdown,MYAPC,10/1/68,1968,10/23/72,11/8/72,12/28/72,8/1/97,
United States,INDIAN POINT-3,PWR,1040,Operational,ENTERGY,11/1/68,1968,4/6/76,4/27/76,8/30/76,,91.6
United States,ZION-1,PWR,1040,Permanent Shutdown,EXELON,12/1/68,1968,6/19/73,6/28/73,12/31/73,2/13/98,
United States,ZION-2,PWR,1040,Permanent Shutdown,EXELON,12/1/68,1968,12/24/73,12/26/73,9/17/74,2/13/98,
United States,ANO-2,PWR,993,Operational,ENTERGY,12/6/68,1968,12/5/78,12/26/78,3/26/80,,86
United States,COOK-1,PWR,1030,Operational,AEP,3/25/69,1969,1/18/75,2/10/75,8/28/75,,85.3
United States,COOK-2,PWR,1077,Operational,AEP,3/25/69,1969,3/10/78,3/22/78,7/1/78,,88
United States,RANCHO SECO-1,PWR,873,Permanent Shutdown,SMUD,4/1/69,1969,9/16/74,10/13/74,4/17/75,6/7/89,
United States,PRAIRIE ISLAND-2,PWR,518,Operational,NSP,6/25/69,1969,12/17/74,12/21/74,12/21/74,,72.1
United States,MILLSTONE-2,PWR,869,Operational,DOMINION,11/1/69,1969,10/17/75,11/9/75,12/26/75,,99.4
United States,THREE MILE ISLAND-2,PWR,880,Permanent Shutdown,GPU,11/1/69,1969,3/27/78,4/21/78,12/30/78,3/28/79,
United States,TROJAN,PWR,1095,Permanent Shutdown,PORTGE,2/1/70,1970,12/15/75,12/23/75,5/20/76,11/9/92,
United States,BRUNSWICK-1,BWR,938,Operational,PROGRESS,2/7/70,1970,10/8/76,12/4/76,3/18/77,,96.8
United States,BRUNSWICK-2,BWR,920,Operational,PROGRESS,2/7/70,1970,3/20/75,4/29/75,11/3/75,,80.6
United States,SEQUOYAH-1,PWR,1152,Operational,TVA,5/27/70,1970,7/5/80,7/22/80,7/1/81,,89.4
United States,SEQUOYAH-2,PWR,1125,Operational,TVA,5/27/70,1970,11/5/81,12/23/81,6/1/82,,97.2
United States,DUANE ARNOLD-1,BWR,601,Operational,NEXTERA,6/22/70,1970,3/23/74,5/19/74,2/1/75,,100
United States,BEAVER VALLEY-1,PWR,921,Operational,FENOC,6/26/70,1970,5/10/76,6/14/76,10/1/76,,89.4
United States,ST. LUCIE-1,PWR,982,Operational,FPL,7/1/70,1970,4/22/76,5/7/76,12/21/76,,81.1
United States,DAVIS BESSE-1,PWR,894,Operational,FENOC,9/1/70,1970,8/12/77,8/28/77,7/31/78,,96.5
United States,FARLEY-1,PWR,874,Operational,SOUTHERN,10/1/70,1970,8/9/77,8/18/77,12/1/77,,91.7
United States,FARLEY-2,PWR,883,Operational,SOUTHERN,10/1/70,1970,5/5/81,5/25/81,7/30/81,,92.9
United States,DIABLO CANYON-2,PWR,1118,Operational,PG&E,12/9/70,1970,8/19/85,10/20/85,3/13/86,,85.6
United States,NORTH ANNA-1,PWR,943,Operational,DOMINION,2/19/71,1971,4/5/78,4/17/78,6/6/78,,90.4
United States,NORTH ANNA-2,PWR,943,Operational,DOMINION,2/19/71,1971,6/12/80,8/25/80,12/14/80,,87.2
United States,MCGUIRE-1,PWR,1158,Operational,DUnited KingdomEENER,4/1/71,1971,8/8/81,9/12/81,12/1/81,,88.7
United States,MCGUIRE-2,PWR,1158,Operational,DUnited KingdomEENER,4/1/71,1971,5/8/83,5/23/83,3/1/84,,100
United States,NORTH ANNA-3C,PWR,907,Cancelled Constr.,VEPCO,6/1/71,1971,,,,11/1/82,
United States,NORTH ANNA-4C,PWR,907,Cancelled Constr.,VEPCO,12/1/71,1971,,,,11/1/80,
United States,HATCH-2,BWR,883,Operational,SOUTHERN,2/1/72,1972,7/4/78,9/22/78,9/5/79,,88.2
United States,COLUMBIA,BWR,1107,Operational,ENERGYNW,8/1/72,1972,1/19/84,5/27/84,12/13/84,,87.7
United States,FERMI-2,BWR,1037,Operational,DTEDISON,9/26/72,1972,6/21/85,9/21/86,1/23/88,,92
United States,ZIMMER-1,BWR,810,Cancelled Constr.,CG&E,10/1/72,1972,,,,1/1/84,
United States,SHOREHAM,BWR,820,Permanent Shutdown,LIPA,11/1/72,1972,2/1/85,8/1/86,,5/1/89,
United States,WATTS BAR-2,PWR,1165,Under Construction,TVA,12/1/72,1972,,8/1/15,,,
United States,WATTS BAR-1,PWR,1123,Operational,TVA,1/23/73,1973,1/1/96,2/6/96,5/27/96,,100
United States,MIDLAND-1,PWR,491,Cancelled Constr.,CPC,3/1/73,1973,,,,7/1/86,
United States,MIDLAND-2,PWR,816,Cancelled Constr.,CPC,3/1/73,1973,,,,7/1/86,
United States,SUMMER-1,PWR,971,Operational,SCE&G,3/21/73,1973,10/22/82,11/16/82,1/1/84,,97
United States,FORKED RIVER,PWR,1070,Cancelled Constr.,JCPL,8/1/73,1973,,,,11/1/80,
United States,LASALLE-1,BWR,1137,Operational,EXELON,9/10/73,1973,6/21/82,9/4/82,1/1/84,,100
